Fecha,FCr_promedio_diario,FC_walk_observada,FC_walk_imputada,FC_walk_missing,FC_walk_fuente,Numero_pasos_por_dia,Total_hrs_monitorizadas,Hrs_sin_registro,hard_nowear_flag,soft_lowAct_flag
2022-02-23,64.0,102.0,102.0,0,observada,363.0,3.0,21.0,1,0
2022-02-24,61.0,100.0,100.0,0,observada,5366.0,14.0,10.0,0,0
2022-02-25,63.0,92.5,92.5,0,observada,5272.0,11.0,13.0,0,0
2022-02-26,68.0,82.0,82.0,0,observada,2253.0,11.0,13.0,0,0
2022-02-27,71.0,97.0,97.0,0,observada,538.0,3.0,21.0,1,0
2022-02-28,63.0,96.0,96.0,0,observada,3478.0,13.0,11.0,0,0
2022-03-01,63.0,106.0,106.0,0,observada,2816.0,12.0,12.0,0,0
2022-03-02,61.0,93.0,93.0,0,observada,6699.0,16.0,8.0,0,0
2022-03-03,60.0,101.0,101.0,0,observada,7282.0,16.0,8.0,0,0
2022-03-04,59.0,95.0,95.0,0,observada,3935.0,14.0,10.0,0,0
2022-03-05,67.7,,96.0,1,roll_mediana,4941.0,12.0,12.0,0,0
2022-03-06,59.0,99.25,99.25,0,observada,1712.0,3.0,21.0,1,0
2022-03-07,64.0,,97.625,1,roll_mediana,7623.5,16.0,8.0,0,0
2022-03-08,67.0,121.5,121.5,0,observada,3581.0,12.0,12.0,0,0
2022-03-09,65.0,,99.25,1,roll_mediana,2844.0,8.0,16.0,0,0
2022-03-10,58.0,104.0,104.0,0,observada,5305.0,15.0,9.0,0,0
2022-03-11,49.0,,101.625,1,roll_mediana,4192.0,15.0,9.0,0,0
2022-03-12,59.0,107.0,107.0,0,observada,3256.0,10.0,14.0,0,0
2022-03-13,60.0,98.0,98.0,0,observada,3157.0,15.0,9.0,0,0
2022-03-14,59.0,103.5,103.5,0,observada,4237.0,13.0,11.0,0,0
2022-03-15,63.0,102.0,102.0,0,observada,4856.0,13.0,11.0,0,0
2022-03-16,64.0,104.0,104.0,0,observada,4632.0,15.0,9.0,0,0
2022-03-17,63.0,99.0,99.0,0,observada,4952.0,15.0,9.0,0,0
2022-03-18,63.0,94.0,94.0,0,observada,5301.0,17.0,7.0,0,0
2022-03-19,64.0,,,1,sin_imputar_hard,4241.0,7.0,17.0,1,0
2022-03-20,61.0,98.0,98.0,0,observada,3997.0,13.0,11.0,0,0
2022-03-21,65.0,,100.5,1,roll_mediana,5862.0,16.0,8.0,0,0
2022-03-22,63.1313,103.0,103.0,0,observada,7368.0,16.0,8.0,0,0
2022-03-23,61.0,96.5,96.5,0,observada,4838.0,15.0,9.0,0,0
2022-03-24,56.0,,98.0,1,roll_mediana,3418.0,15.0,9.0,0,0
2022-03-25,67.0,113.0,113.0,0,observada,3086.0,11.0,13.0,0,0
2022-03-26,63.0,93.0,93.0,0,observada,6511.0,15.0,9.0,0,0
2022-03-27,62.0,,,1,sin_imputar_hard,693.5,2.0,22.0,1,0
2022-03-28,48.3,98.0,98.0,0,observada,3967.0,13.0,11.0,0,0
2022-03-29,59.0,99.0,99.0,0,observada,2234.0,13.0,11.0,0,0
2022-03-30,55.0,95.5,95.5,0,observada,2941.0,14.0,10.0,0,0
2022-03-31,64.0,,98.0,1,roll_mediana,3818.0,11.0,13.0,0,0
2022-04-01,54.0,100.75,100.75,0,observada,4295.0,17.0,7.0,0,0
2022-04-02,63.0,97.0,97.0,0,observada,5307.0,14.0,10.0,0,0
2022-04-03,60.0,102.5,102.5,0,observada,3666.0,13.0,11.0,0,0
2022-04-04,62.0,92.0,92.0,0,observada,4091.0,15.0,9.0,0,0
2022-04-05,60.0,93.0,93.0,0,observada,4837.0,14.0,10.0,0,0
2022-04-06,68.88,,96.25,1,roll_mediana,1800.0,22.0,2.0,0,0
2022-04-07,63.0,115.0,115.0,0,observada,3726.0,14.0,10.0,0,0
2022-04-08,58.0,,98.875,1,roll_mediana,3863.0,14.0,10.0,0,0
2022-04-09,62.0,100.75,100.75,0,observada,8348.0,17.0,7.0,0,0
2022-04-10,58.0,94.0,94.0,0,observada,4424.0,15.0,9.0,0,0
2022-04-11,59.0,101.0,101.0,0,observada,4526.0,11.0,13.0,0,0
2022-04-12,58.0,,100.75,1,roll_mediana,1768.32,9.0,15.0,0,0
2022-04-13,64.0,98.75,98.75,0,observada,2828.0,5.0,19.0,1,0
2022-04-14,59.0,90.0,90.0,0,observada,4267.0,14.0,10.0,0,0
2022-04-15,58.0,,98.75,1,roll_mediana,4478.0,14.0,10.0,0,0
2022-04-16,65.0,99.0,99.0,0,observada,4161.0,15.0,9.0,0,0
2022-04-17,65.431,,98.75,1,roll_mediana,2707.0,10.0,14.0,0,0
2022-04-18,62.0,113.0,113.0,0,observada,3244.0,14.0,10.0,0,0
2022-04-19,53.28,,98.875,1,roll_mediana,10666.44,23.0,1.0,0,0
2022-04-20,66.0,88.5,88.5,0,observada,5017.0,6.0,18.0,1,0
2022-04-21,58.0,92.0,92.0,0,observada,9837.0,15.0,9.0,0,0
2022-04-22,59.0,100.0,100.0,0,observada,8959.0,14.0,10.0,0,0
2022-04-23,66.0,98.0,98.0,0,observada,5732.0,16.0,8.0,0,0
2022-04-24,55.0,,98.0,1,roll_mediana,6836.0,12.0,12.0,0,0
2022-04-25,64.0,,98.0,1,roll_mediana,5997.0,15.0,9.0,0,0
2022-04-26,62.0,98.25,98.25,0,observada,3324.0,14.0,10.0,0,0
2022-04-27,63.0,99.0,99.0,0,observada,4452.0,14.0,10.0,0,0
2022-04-28,63.6574,98.5,98.5,0,observada,4789.0,15.0,9.0,0,0
2022-04-29,61.0,97.0,97.0,0,observada,4238.0,15.0,9.0,0,0
2022-04-30,66.0,101.0,101.0,0,observada,3456.0,12.0,12.0,0,0
2022-05-01,50.29,88.5,88.5,0,observada,4213.0,12.0,12.0,0,0
2022-05-02,63.0,96.5,96.5,0,observada,5451.0,15.0,9.0,0,0
2022-05-03,59.0,,98.25,1,roll_mediana,4660.0,14.0,10.0,0,0
2022-05-04,62.0,99.0,99.0,0,observada,4795.0,13.0,11.0,0,0
2022-05-05,55.0,,97.75,1,roll_mediana,7563.0,16.0,8.0,0,0
2022-05-06,63.0,,,1,sin_imputar_hard,3754.0,7.0,17.0,1,0
2022-05-07,65.0,89.0,89.0,0,observada,7763.0,14.0,10.0,0,0
2022-05-08,61.0,,92.75,1,roll_mediana,7421.0,14.0,10.0,0,0
2022-05-09,63.0,84.0,84.0,0,observada,7955.07,18.0,6.0,0,0
2022-05-10,66.0,,103.5,1,baseline_FCr,7943.0,17.0,7.0,0,0
2022-05-12,55.0,103.5,103.5,0,observada,3764.0,13.0,11.0,0,0
2022-05-13,62.0,94.0,94.0,0,observada,5869.0,12.0,12.0,0,0
2022-05-14,63.0,99.0,99.0,0,observada,3179.0,9.0,15.0,0,0
2022-05-15,62.0,103.0,103.0,0,observada,4685.0,14.0,10.0,0,0
2022-05-16,63.0,89.0,89.0,0,observada,3699.0,12.0,12.0,0,0
2022-05-17,56.0,79.0,79.0,0,observada,5801.0,14.0,10.0,0,0
2022-05-18,59.0,97.0,97.0,0,observada,4374.0,15.0,9.0,0,0
2022-05-19,62.0,106.0,106.0,0,observada,5214.0,16.0,8.0,0,0
2022-05-20,59.0,92.0,92.0,0,observada,5203.0,14.0,10.0,0,0
2022-05-21,60.0,99.0,99.0,0,observada,5266.0,15.0,9.0,0,0
2022-05-22,63.0,,97.0,1,roll_mediana,434.41,14.0,10.0,0,0
2022-05-23,60.0,103.0,103.0,0,observada,4703.0,12.0,12.0,0,0
2022-05-24,62.0,97.0,97.0,0,observada,2885.0,14.0,10.0,0,0
2022-05-25,54.0,,98.0,1,roll_mediana,3828.0,13.0,11.0,0,0
2022-05-26,66.71000000000001,99.75,99.75,0,observada,3674.0,15.0,9.0,0,0
2022-05-27,55.0,100.5,100.5,0,observada,3393.0,12.0,12.0,0,0
2022-05-28,58.0,,99.75,1,roll_mediana,3371.0,15.0,9.0,0,0
2022-05-29,63.0,93.5,93.5,0,observada,1378.0,6.0,18.0,1,0
2022-05-30,64.0,108.0,108.0,0,observada,4222.0,13.0,11.0,0,0
2022-05-31,51.0,93.0,93.0,0,observada,4478.0,20.0,4.0,0,0
2022-06-01,57.0,87.5,87.5,0,observada,2492.0,11.0,13.0,0,0
2022-06-02,60.0,106.0,106.0,0,observada,5229.0,15.0,9.0,0,0
2022-06-03,63.0,99.5,99.5,0,observada,3032.0,14.0,10.0,0,0
2022-06-04,67.0,101.5,101.5,0,observada,3105.0,16.0,8.0,0,0
2022-06-05,57.0,113.0,113.0,0,observada,2302.0,15.0,9.0,0,0
2022-06-06,67.0,117.0,117.0,0,observada,2056.0,9.0,15.0,0,0
2022-06-07,57.0,109.0,109.0,0,observada,1958.0,10.0,14.0,0,0
2022-06-08,63.0,101.5,101.5,0,observada,3124.0,13.0,11.0,0,0
2022-06-09,63.0,111.0,111.0,0,observada,5937.0,15.0,9.0,0,0
2022-06-10,62.0,101.0,101.0,0,observada,6022.0,15.0,9.0,0,0
2022-06-11,69.16,106.0,106.0,0,observada,9432.079999999998,15.0,9.0,0,0
2022-06-12,54.0,,109.0,1,roll_mediana,3688.0,11.0,13.0,0,0
2022-06-13,58.0,,107.5,1,roll_mediana,4478.0,14.0,10.0,0,0
2022-06-14,60.0,87.0,87.0,0,observada,3945.0,13.0,11.0,0,0
2022-06-15,58.0,,101.5,1,roll_mediana,2752.0,9.0,15.0,0,0
2022-06-16,64.0,91.0,91.0,0,observada,7601.0,15.0,9.0,0,0
2022-06-17,52.0,,96.0,1,roll_mediana,4994.0,13.0,11.0,0,0
2022-06-18,67.0,94.5,94.5,0,observada,7892.0,16.0,8.0,0,0
2022-06-19,49.12,109.0,109.0,0,observada,3218.0,14.0,10.0,0,0
2022-06-20,56.0,92.0,92.0,0,observada,1879.52,12.0,12.0,0,0
2022-06-21,54.0,94.0,94.0,0,observada,4146.0,13.0,11.0,0,0
2022-06-22,53.1122,,94.0,1,roll_mediana,5486.0,10.0,14.0,0,0
2022-06-23,53.0,104.5,104.5,0,observada,3144.0,14.0,10.0,0,0
2022-06-24,57.0,113.0,113.0,0,observada,7060.0,16.0,8.0,0,0
2022-06-25,63.0,100.5,100.5,0,observada,4768.0,13.0,11.0,0,0
2022-06-26,54.0,104.0,104.0,0,observada,2180.0,9.0,15.0,0,0
2022-06-27,60.0,92.0,92.0,0,observada,4179.0,12.0,12.0,0,0
2022-06-28,64.0,99.0,99.0,0,observada,4939.0,11.0,13.0,0,0
2022-06-29,58.0,,102.25,1,roll_mediana,3782.0,12.0,12.0,0,0
2022-06-30,62.0,94.0,94.0,0,observada,4915.0,14.0,10.0,0,0
2022-07-01,66.0,97.5,97.5,0,observada,3012.0,13.0,11.0,0,0
2022-07-02,57.0,97.0,97.0,0,observada,6214.0,16.0,8.0,0,0
2022-07-03,58.0,,97.25,1,roll_mediana,4478.0,14.0,10.0,0,0
2022-07-04,64.0,112.0,112.0,0,observada,1650.0,7.0,17.0,1,0
2022-07-05,61.0,102.0,102.0,0,observada,3474.0,13.0,11.0,0,0
2022-07-06,62.0,95.0,95.0,0,observada,4561.0,13.0,11.0,0,0
2022-07-07,64.0,97.5,97.5,0,observada,4739.0,15.0,9.0,0,0
2022-07-08,64.0,103.5,103.5,0,observada,4734.0,14.0,10.0,0,0
2022-07-09,58.0,99.5,99.5,0,observada,7903.0,14.0,10.0,0,0
2022-07-10,59.0,109.0,109.0,0,observada,3947.0,17.0,7.0,0,0
2022-07-11,55.0,,102.0,1,roll_mediana,4152.0,15.0,9.0,0,0
2022-07-12,64.0,100.0,100.0,0,observada,4413.0,14.0,10.0,0,0
2022-07-13,58.0,104.0,104.0,0,observada,5665.0,15.0,9.0,0,0
2022-07-14,56.0,114.0,114.0,0,observada,4662.0,15.0,9.0,0,0
2022-07-15,56.0,,103.75,1,roll_mediana,2501.0,14.0,10.0,0,0
2022-07-16,58.0,92.0,92.0,0,observada,4378.0,16.0,8.0,0,0
2022-07-17,59.0,99.0,99.0,0,observada,2328.0,16.0,8.0,0,0
2022-07-18,58.0,107.5,107.5,0,observada,3732.0,14.0,10.0,0,0
2022-07-19,48.29,,102.0,1,roll_mediana,6258.0,24.0,0.0,0,0
2022-07-20,49.0,88.5,88.5,0,observada,8585.0,8.0,16.0,0,0
