Fecha,FCr_promedio_diario,FC_walk_observada,FC_walk_imputada,FC_walk_missing,FC_walk_fuente,Numero_pasos_por_dia,Total_hrs_monitorizadas,Hrs_sin_registro,hard_nowear_flag,soft_lowAct_flag
2021-06-25,62.40000000000009,,,1,sin_imputar_hard,4572.0,7.0,17.0,1,0
2021-06-26,51.0,107.0,107.0,0,observada,4264.0,18.0,6.0,0,0
2021-06-27,39.0,95.0,95.0,0,observada,9797.0,22.0,2.0,0,0
2021-06-28,45.0,98.5,98.5,0,observada,9623.0,14.0,10.0,0,0
2021-06-29,40.0,99.0,99.0,0,observada,6861.0,24.0,0.0,0,0
2021-06-30,40.0,82.5,82.5,0,observada,8305.0,24.0,0.0,0,0
2021-07-01,40.0,,98.5,1,roll_mediana,9405.0,24.0,0.0,0,0
2021-07-02,41.0,82.5,82.5,0,observada,6697.0,24.0,0.0,0,0
2021-07-03,50.0,93.5,93.5,0,observada,12835.7,17.0,7.0,0,0
2021-07-04,50.7,,94.25,1,roll_mediana,8577.0,15.0,9.0,0,0
2021-07-05,38.0,79.0,79.0,0,observada,8211.0,24.0,0.0,0,0
2021-07-06,47.0,98.0,98.0,0,observada,4848.1,16.0,8.0,0,0
2021-07-07,37.0,,82.5,1,roll_mediana,8015.0,22.0,2.0,0,0
2021-07-08,49.0,73.0,73.0,0,observada,6349.0,16.0,8.0,0,0
2021-07-09,40.0,91.5,91.5,0,observada,6006.0,22.0,2.0,0,0
2021-07-10,40.0,84.0,84.0,0,observada,4909.0,25.0,-1.0,0,0
2021-07-11,48.0,,84.0,1,roll_mediana,9408.0,15.0,9.0,0,0
2021-07-12,37.0,88.0,88.0,0,observada,11260.0,21.0,3.0,0,0
2021-07-13,37.0,,88.0,1,roll_mediana,6545.0,24.0,0.0,0,0
2021-07-14,40.0,72.75,72.75,0,observada,8290.0,22.0,2.0,0,0
2021-07-15,39.0,77.0,77.0,0,observada,7998.0,25.0,-1.0,0,0
2021-07-16,40.0,87.0,87.0,0,observada,7849.0,22.0,2.0,0,0
2021-07-17,40.0,92.0,92.0,0,observada,6282.0,24.0,0.0,0,0
2021-07-18,47.0,,87.0,1,roll_mediana,5538.0,19.0,5.0,0,0
2021-07-19,39.0,73.25,73.25,0,observada,8976.0,22.0,2.0,0,0
2021-07-20,40.0,73.0,73.0,0,observada,8308.0,24.0,0.0,0,0
2021-07-21,37.0,,75.125,1,roll_mediana,7927.0,22.0,2.0,0,0
2021-07-22,49.0,95.5,95.5,0,observada,9926.0,17.0,7.0,0,0
2021-07-23,40.0,,87.0,1,roll_mediana,9309.0,23.0,1.0,0,0
2021-07-24,48.0,73.0,73.0,0,observada,9204.0,18.0,6.0,0,0
2021-07-25,46.0,,73.125,1,roll_mediana,5401.0,20.0,4.0,0,0
2021-07-26,42.0,72.0,72.0,0,observada,10444.0,17.0,7.0,0,0
2021-07-27,38.0,,73.0,1,roll_mediana,6510.0,23.0,1.0,0,0
2021-07-28,46.0,,80.7,1,baseline_FCr,7843.0,16.0,8.0,0,0
2021-07-29,38.0,75.0,75.0,0,observada,10408.0,24.0,0.0,0,0
2021-07-30,48.0,80.5,80.5,0,observada,6800.0,16.0,8.0,0,0
2021-07-31,42.0,70.0,70.0,0,observada,7930.0,17.0,7.0,0,0
2021-08-01,49.7,,73.5,1,roll_mediana,5240.0,17.0,7.0,0,0
2021-08-02,41.0,98.5,98.5,0,observada,9482.0,16.0,8.0,0,0
2021-08-03,47.0,91.0,91.0,0,observada,7466.0,14.0,10.0,0,0
2021-08-04,39.0,76.0,76.0,0,observada,9217.0,24.0,0.0,0,0
2021-08-05,40.0,,78.25,1,roll_mediana,7045.0,22.0,2.0,0,0
2021-08-06,40.0,76.5,76.5,0,observada,6858.0,24.0,0.0,0,0
2021-08-07,43.0,78.0,78.0,0,observada,3889.0,19.0,5.0,0,0
2021-08-08,46.0,,78.0,1,roll_mediana,5383.0,18.0,6.0,0,0
2021-08-09,48.0,93.0,93.0,0,observada,9589.0,17.0,7.0,0,0
2021-08-10,49.0,,78.0,1,roll_mediana,6573.0,14.0,10.0,0,0
2021-08-11,47.0,79.0,79.0,0,observada,8495.0,15.0,9.0,0,0
2021-08-12,48.0,,78.5,1,roll_mediana,6934.0,15.0,9.0,0,0
2021-08-13,48.0,,78.5,1,roll_mediana,4498.0,11.0,13.0,0,0
2021-08-14,42.0,94.0,94.0,0,observada,6528.0,13.0,11.0,0,0
2021-08-15,46.0,,80.7,1,baseline_FCr,3520.8,18.0,6.0,0,0
2021-08-16,42.0,67.0,67.0,0,observada,10875.0,17.0,7.0,0,0
2021-08-17,39.0,93.0,93.0,0,observada,6847.0,24.0,0.0,0,0
2021-08-18,42.0,64.5,64.5,0,observada,8804.0,16.0,8.0,0,0
2021-08-19,48.0,89.0,89.0,0,observada,9505.0,17.0,7.0,0,0
2021-08-20,45.0,71.0,71.0,0,observada,8068.0,16.0,8.0,0,0
2021-08-21,45.0,89.5,89.5,0,observada,5599.0,17.0,7.0,0,0
2021-08-22,48.0,,80.0,1,roll_mediana,7913.0,19.0,5.0,0,0
2021-08-23,42.0,77.0,77.0,0,observada,10885.0,16.0,8.0,0,0
2021-08-24,42.905,,83.0,1,roll_mediana,6633.0,16.0,8.0,0,0
2021-08-25,46.0,77.0,77.0,0,observada,12490.8,18.0,6.0,0,0
2021-08-26,48.0,,77.0,1,roll_mediana,7576.0,17.0,7.0,0,0
